product_title,product_id,product_price,product_rating,product_colors,product_site
Pilot Metropolitan Fountain Pen - Black Plain - The Goulet Pen Company,PN91111,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
LAMY LX Fountain Pen - Rose Gold - The Goulet Pen Company,LMY-L76M,56.00,4.8,"marron,palladium,rosegold,ruthenium",gouletpens.com
TWSBI Mini Fountain Pen - Clear - The Goulet Pen Company,TW-M7442990,50.00,4.9,"Grape,Silver,Classic,Clear",gouletpens.com
LAMY vista Fountain Pen - black (Special Edition) - The Goulet Pen Company,LMY-L12GVBEF,34.90,4.8,"vista black,vista silver",gouletpens.com
Pilot E95s Fountain Pen - Burgundy/Ivory - The Goulet Pen Company,PN60839,144.00,4.9,"Black,Burgundy/Ivory",gouletpens.com
Pilot Custom 823 Fountain Pen - Amber - The Goulet Pen Company,PN60558,336.00,,"Amber,Smoke",gouletpens.com
Pilot Metropolitan Fountain Pen - Violet Leopard - The Goulet Pen Company,PN91138,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
Pilot Metropolitan Fountain Pen - Retro Pop Orange - The Goulet Pen Company,PN91443,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
Pilot Metropolitan Fountain Pen - Retro Pop Red - The Goulet Pen Company,PN91432,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
Pilot Metropolitan Fountain Pen - Gold Plain - The Goulet Pen Company,PN91112,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
TWSBI ECO Fountain Pen - Transparent Purple - The Goulet Pen Company,TW-M7447640,32.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
TWSBI ECO-T Fountain Pen - Mint Blue - The Goulet Pen Company,TW-M7447520,32.99,,"Clear,Mint Blue,Rosso,Saffron,Clear",gouletpens.com
Noodler's Nib Creaper Flex Fountain Pen - Clear - The Goulet Pen Company,N17000,17.45,,"Ahab's Pearl,Arizona,Cardinal Darkness,Carniolan Honey,Clear,Green Mountain,Hudson Bay,Ivory Darkness,Jade,King Philip Purple,Medieval Lapis,Vulcan's Coral",gouletpens.com
Platinum Preppy Fountain Pen - Red - The Goulet Pen Company,Plat-PSQ-300-11-2,6.00,4.4,"Black,Blue,Crystal,Green,Pink,Red,Violet,Urokomon,Fukura Suzume",gouletpens.com
Platinum Preppy Fountain Pen - Crystal - The Goulet Pen Company,Plat-PSQC-400-04-2,7.00,4.4,"Black,Blue,Crystal,Green,Pink,Red,Violet,Urokomon,Fukura Suzume",gouletpens.com
Pilot Metropolitan Fountain Pen - Retro Pop Green - The Goulet Pen Company,PN91431,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
TWSBI ECO Fountain Pen - Transparent Blue - The Goulet Pen Company,TW-M7446860,32.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
"Pilot Parallel Fountain Pen - Green, 3.8mm - The Goulet Pen Company",PN90052,14.13,3.8,"Blue,Green,Orange,Pink,Red,Teal",gouletpens.com
TWSBI ECO Fountain Pen - Smoke RoseGold - The Goulet Pen Company,TW-M7447970,49.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Lapis Inferno - The Goulet Pen Company,N15020,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
LAMY safari Fountain Pen - pink - The Goulet Pen Company,LMY-L13PKF,29.60,4.8,"aquasky,black,blue,blue/red,charcoal,cream,green,lightrose,mango,pink,pink cliff,red,springgreen,strawberry,violet blackberry,white,white/black,yellow",gouletpens.com
TWSBI ECO Fountain Pen - White RoseGold - The Goulet Pen Company,TW-M7447700,49.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
Conklin Duragraph Fountain Pen - Forest Green - The Goulet Pen Company,CK71321,60.00,4.9,"Abalone Nights,Forest Green,Purple Nights,Turquoise Nights",gouletpens.com
Noodler's Triple Tail Flex Fountain Pen - Clear - The Goulet Pen Company,N13003,61.60,,Clear,gouletpens.com
TWSBI GO Fountain Pen - Smoke - The Goulet Pen Company,TW-M2530260,18.99,,"Clear,Sapphire,Smoke",gouletpens.com
LAMY AL-star Fountain Pen - turmaline - The Goulet Pen Company,LMY-L23M,37.60,4.8,"aquatic,azure,black,black-purple,bronze,cosmic,fiery,graphite,lilac,oceanblue,petrol,turmaline,white silver",gouletpens.com
"Pilot Varsity Fountain Pen - Black, Medium - The Goulet Pen Company",PN90010,3.50,,"Assorted,Black,Blue,Purple",gouletpens.com
LAMY AL-star Fountain Pen - oceanblue - The Goulet Pen Company,LMY-L28F,37.60,4.8,"aquatic,azure,black,black-purple,bronze,cosmic,fiery,graphite,lilac,oceanblue,petrol,turmaline,white silver",gouletpens.com
LAMY safari Fountain Pen - blue - The Goulet Pen Company,LMY-L14EF,29.60,4.8,"aquasky,black,blue,blue/red,charcoal,cream,green,lightrose,mango,pink,pink cliff,red,springgreen,strawberry,violet blackberry,white,white/black,yellow",gouletpens.com
TWSBI GO Fountain Pen - Sapphire - The Goulet Pen Company,TW-M2530210,18.99,,"Clear,Sapphire,Smoke",gouletpens.com
LAMY AL-star Fountain Pen - black - The Goulet Pen Company,LMY-L71BKM,37.60,4.8,"aquatic,azure,black,black-purple,bronze,cosmic,fiery,graphite,lilac,oceanblue,petrol,turmaline,white silver",gouletpens.com
TWSBI ECO-T Fountain Pen - Clear - The Goulet Pen Company,TW-M7446360,32.99,,"Clear,Mint Blue,Rosso,Saffron,Clear",gouletpens.com
LAMY safari Fountain Pen - white - The Goulet Pen Company,LMY-L19WEF,29.60,4.8,"aquasky,black,blue,blue/red,charcoal,cream,green,lightrose,mango,pink,pink cliff,red,springgreen,strawberry,violet blackberry,white,white/black,yellow",gouletpens.com
LAMY Lx Fountain Pen - marron - The Goulet Pen Company,LMY-L90EF,56.00,4.8,"marron,palladium,rosegold,ruthenium",gouletpens.com
TWSBI ECO Fountain Pen - Glow Green - The Goulet Pen Company,TW-M7449110,32.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
"Pilot Parallel Fountain Pen - Blue, 6.0mm - The Goulet Pen Company",PN90053,14.13,3.8,"Blue,Green,Orange,Pink,Red,Teal",gouletpens.com
TWSBI Vac Mini Fountain Pen - Smoke - The Goulet Pen Company,TW-M7445910,60.00,,"Clear,Smoke",gouletpens.com
LAMY joy Fountain Pen - AL black - The Goulet Pen Company,LMY-L11-11,32.00,4.8,"AL black,black,strawberry",gouletpens.com
Pilot E95s Fountain Pen - Black - The Goulet Pen Company,PN60837,144.00,4.9,"Black,Burgundy/Ivory",gouletpens.com
Pilot Vanishing Point Decimo Fountain Pen - Champagne - The Goulet Pen Company,PN65346,160.00,4.9,"Black,Burgundy,Champagne,Dark Grey,Navy,Purple,White",gouletpens.com
Pilot Custom 823 Fountain Pen - Smoke - The Goulet Pen Company,PN60470,336.00,,"Amber,Smoke",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Truk Lagoon - The Goulet Pen Company,N15065,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Mesa Turquoise - The Goulet Pen Company,N15060,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Kaweco Classic Sport Fountain Pen - Green - The Goulet Pen Company,KAW-10000487,28.00,4.4,"Black,Bordeaux,Green,Navy,White,Blush Pitaya,Fine Lime,Natural Coconut,Sweet Banana,Black,Fox,Grey,Apricot Pearl,Cyan,Dark Olive,Iridescent Pearl,Mellow Blue,Sage,Toyama Teal",gouletpens.com
TWSBI Precision Fountain Pen - The Goulet Pen Company,TW-M7446210,80.00,,,gouletpens.com
Noodler's Ahab Flex Fountain Pen - Black - The Goulet Pen Company,N15001,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Kaweco Classic Sport Fountain Pen - Bordeaux - The Goulet Pen Company,KAW-10000482,28.00,4.4,"Black,Bordeaux,Green,Navy,White,Blush Pitaya,Fine Lime,Natural Coconut,Sweet Banana,Black,Fox,Grey,Apricot Pearl,Cyan,Dark Olive,Iridescent Pearl,Mellow Blue,Sage,Toyama Teal",gouletpens.com
LAMY studio Fountain Pen - imperial blue - The Goulet Pen Company,LMY-L67IBEF,79.20,4.8,"black,black forest,brushed,dark brown,glacier,imperial blue,Lx all black,palladium,pianoblack,rose",gouletpens.com
Pilot Metropolitan Fountain Pen - Silver Dots - The Goulet Pen Company,PN91105,25.42,4.9,"Black Crocodile,Black Plain,Bronze Lizard,Gold Plain,Gold Zig-Zag,Retro Pop Gray,Retro Pop Green,Retro Pop Orange,Retro Pop Purple,Retro Pop Red,Retro Pop Turquoise,Silver Dots,Silver Plain,Violet Leopard,White Tiger",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Hudson Bay Fathom's Blue - The Goulet Pen Company,N15042,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Mesa Tortoise - The Goulet Pen Company,N15045,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Sailor Compass HighAce Neo Calligraphy Fountain Pen - The Goulet Pen Company,SL-12-0155-100,19.99,4.6,,gouletpens.com
"Pilot Custom Heritage 912 Fountain Pen - Black, Soft Fine - The Goulet Pen Company",PN17924,280.00,4.9,,gouletpens.com
Noodler's Ahab Flex Fountain Pen - Raven - The Goulet Pen Company,N15051,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Noodler's Nib Creaper Flex Fountain Pen - Ivory Darkness - The Goulet Pen Company,N17055,17.45,,"Ahab's Pearl,Arizona,Cardinal Darkness,Carniolan Honey,Clear,Green Mountain,Hudson Bay,Ivory Darkness,Jade,King Philip Purple,Medieval Lapis,Vulcan's Coral",gouletpens.com
TWSBI ECO Fountain Pen - Cerulean - The Goulet Pen Company,TW-M7449060,32.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
Pilot Vanishing Point Fountain Pen - Blue Carbonesque - The Goulet Pen Company,PN60149,168.00,4.9,"Black Carbonesque,Black Matte,Black/Gold,Black/Rhodium,Blue Carbonesque,Blue Matte,Blue/Gold,Blue/Rhodium,Gun Metal/Black,Gun Metal/Rhodium,Kanreki,Raden Galaxy,Raden Stripe,Raden Water Surface,Stripes,White/Black,Marble Black,Marble Blue,Marble Orange,Marble Red",gouletpens.com
Sailor Compass 1911 Fountain Pen - Transparent Purple - The Goulet Pen Company,SL-11-8022-350-US,30.00,5.0,"Transparent Blue,Transparent Brown,Transparent Clear,Transparent Green,Transparent Olive,Transparent Pink,Transparent Purple,Transparent Red,Transparent Yellow",gouletpens.com
TWSBI Classic Fountain Pen - Sapphire - The Goulet Pen Company,TW-M7443640,50.00,,Sapphire,gouletpens.com
Noodler's Ahab Flex Fountain Pen - Arizona - The Goulet Pen Company,N15025,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
TWSBI ECO Fountain Pen - Indigo Blue w/ Bronze Trim - The Goulet Pen Company,TW-M7449560,49.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Cardinal Darkness - The Goulet Pen Company,N15029,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
Monteverde Ritma Fountain Pen - Black - The Goulet Pen Company,MV42342,40.00,4.9,"Black,Espresso,Green,Walnut",gouletpens.com
Pilot Vanishing Point Fountain Pen - White/Black - The Goulet Pen Company,PN60746,168.00,4.9,"Black Carbonesque,Black Matte,Black/Gold,Black/Rhodium,Blue Carbonesque,Blue Matte,Blue/Gold,Blue/Rhodium,Gun Metal/Black,Gun Metal/Rhodium,Kanreki,Raden Galaxy,Raden Stripe,Raden Water Surface,Stripes,White/Black,Marble Black,Marble Blue,Marble Orange,Marble Red",gouletpens.com
TWSBI SWIPE Fountain Pen - Smoke - The Goulet Pen Company,TW-M7447750,26.99,,"Ice Blue,Pear Green,Prussian Blue,Salmon,Smoke",gouletpens.com
Pilot Vanishing Point Decimo Fountain Pen - Purple - The Goulet Pen Company,PN65340,160.00,4.9,"Black,Burgundy,Champagne,Dark Grey,Navy,Purple,White",gouletpens.com
Noodler's Nib Creaper Flex Fountain Pen - King Philip Purple - The Goulet Pen Company,N17036,17.45,,"Ahab's Pearl,Arizona,Cardinal Darkness,Carniolan Honey,Clear,Green Mountain,Hudson Bay,Ivory Darkness,Jade,King Philip Purple,Medieval Lapis,Vulcan's Coral",gouletpens.com
Pilot Kakuno Fountain Pen - Purple/White - The Goulet Pen Company,PN90123,14.30,3.8,"Blue,Clear,Lime,Pink,Purple,Red,Translucent Aqua,Translucent Blue,Translucent Coral,Translucent Green,Translucent Pink,Turquoise",gouletpens.com
Visconti Homo Sapiens Fountain Pen - Bronze Age - The Goulet Pen Company,VI-KP15-07-FP-EF,716.00,,"Bronze Age,Dark Age,Lotus Garden",gouletpens.com
Kaweco Skyline Sport Fountain Pen - Grey - The Goulet Pen Company,KAW-10000758,28.00,4.4,"Black,Bordeaux,Green,Navy,White,Blush Pitaya,Fine Lime,Natural Coconut,Sweet Banana,Black,Fox,Grey,Apricot Pearl,Cyan,Dark Olive,Iridescent Pearl,Mellow Blue,Sage,Toyama Teal",gouletpens.com
Monteverde Invincia Deluxe Fountain Pen - Rose Gold - The Goulet Pen Company,MV41293-EF,112.00,4.9,"Stealth Black,Rose Gold,Nebula,Starlight Blue,Starlight Green,Starlight Purple,Starlight Yellow",gouletpens.com
Noodler's Ahab Flex Fountain Pen - Jade - The Goulet Pen Company,N15031,25.75,,"Ahab's Pearl,Arizona,Black,Cardinal Darkness,Carniolan Honey,Charon's Panther,Clear,Dover,Hudson Bay,Ivory Darkness,Jade,Lajes,Lapis Inferno,Medieval Lapis,Mesa Tortoise,Mesa Turquoise,Ramstein,Raven,Thule,Truk Lagoon",gouletpens.com
BENU Euphoria Fountain Pen - Iced Caramel Latte (Special Edition) - The Goulet Pen Company,BN-05-2-31-5-0-F,157.00,,"Bora Bora,Bourbon,Caviar,Christmas Twinkle,Draco Darling,Earl Grey,Easter Bunny,French Poetry,Hallowed Harvest,Iced Caramel Latte,Jazz,Love Story,Love's Little Lark,Neapolitan,Sangria,Steamboat Master,Vodka on the Rocks,Watermelon Mojito",gouletpens.com
TWSBI ECO-T Fountain Pen - Saffron - The Goulet Pen Company,TW-M7448680,32.99,,"Clear,Mint Blue,Rosso,Saffron,Clear",gouletpens.com
Pilot Falcon Fountain Pen - Red - The Goulet Pen Company,PN71621,200.00,4.9,"Black/Gold,Black/Rhodium,Blue,Purple,Red",gouletpens.com
LAMY AL-star Fountain Pen - azure (Special Edition) - The Goulet Pen Company,LMY-L38AEF,37.60,4.8,"aquatic,azure,black,black-purple,bronze,cosmic,fiery,graphite,lilac,oceanblue,petrol,turmaline,white silver",gouletpens.com
Noodler's Nib Creaper Flex Fountain Pen - Vulcan's Coral - The Goulet Pen Company,N17057,17.45,,"Ahab's Pearl,Arizona,Cardinal Darkness,Carniolan Honey,Clear,Green Mountain,Hudson Bay,Ivory Darkness,Jade,King Philip Purple,Medieval Lapis,Vulcan's Coral",gouletpens.com
Platinum 3776 Century Fountain Pen - Chartres Blue/Gold - The Goulet Pen Company,Plat-PNB-15000A-51-UEF,208.00,,"Bourgogne/Gold,Chartres Blue/Gold,Ivoire,Laurel Green/Gold,Nice Lavande,Oshino,Sands of Komodo,Shape of Heart Chai Latte",gouletpens.com
Pilot Vanishing Point Fountain Pen - Black/Rhodium - The Goulet Pen Company,PN60341,168.00,4.9,"Black Carbonesque,Black Matte,Black/Gold,Black/Rhodium,Blue Carbonesque,Blue Matte,Blue/Gold,Blue/Rhodium,Gun Metal/Black,Gun Metal/Rhodium,Kanreki,Raden Galaxy,Raden Stripe,Raden Water Surface,Stripes,White/Black,Marble Black,Marble Blue,Marble Orange,Marble Red",gouletpens.com
Pilot Kakuno Fountain Pen - Turquoise/White - The Goulet Pen Company,PN90124,14.30,3.8,"Blue,Clear,Lime,Pink,Purple,Red,Translucent Aqua,Translucent Blue,Translucent Coral,Translucent Green,Translucent Pink,Turquoise",gouletpens.com
TWSBI ECO Fountain Pen - Transparent Yellow - The Goulet Pen Company,TW-M7448530,32.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
Pilot Vanishing Point Fountain Pen - Black/Gold - The Goulet Pen Company,PN60165,168.00,4.9,"Black Carbonesque,Black Matte,Black/Gold,Black/Rhodium,Blue Carbonesque,Blue Matte,Blue/Gold,Blue/Rhodium,Gun Metal/Black,Gun Metal/Rhodium,Kanreki,Raden Galaxy,Raden Stripe,Raden Water Surface,Stripes,White/Black,Marble Black,Marble Blue,Marble Orange,Marble Red",gouletpens.com
Platinum Prefounte Fountain Pen - Vermilion Orange - The Goulet Pen Company,Plat-PPF-800-69-03,11.00,4.4,"Crimson Red,Dark Emerald,Graphite Blue,Night Sea,Vermilion Orange",gouletpens.com
Conklin Duragraph Fountain Pen - Abalone Nights - The Goulet Pen Company,CK71297,79.20,4.9,"Abalone Nights,Forest Green,Purple Nights,Turquoise Nights",gouletpens.com
Kaweco Skyline Sport Fountain Pen - Fox - The Goulet Pen Company,KAW-10001694,28.00,4.4,"Black,Bordeaux,Green,Navy,White,Blush Pitaya,Fine Lime,Natural Coconut,Sweet Banana,Black,Fox,Grey,Apricot Pearl,Cyan,Dark Olive,Iridescent Pearl,Mellow Blue,Sage,Toyama Teal",gouletpens.com
TWSBI Diamond 580ALR Fountain Pen - Sunset Yellow - The Goulet Pen Company,TW-M7449710,65.00,4.9,"Clear,Iris,Smoke RoseGold II,White RoseGold II,Silver,Black,Navy Blue,Nickel Gray,Prussian Blue,Sunset Yellow",gouletpens.com
Noodler's Konrad Flex Fountain Pen - Ivory Darkness - The Goulet Pen Company,N14055,22.40,,"1820 Essex,Cardinal Darkness,Clear,Ivory Darkness,Mesa Tortoise",gouletpens.com
Noodler's Konrad Acrylic Flex Fountain Pen - Tinian Treasure - The Goulet Pen Company,N14088,45.00,,"Coral Sea,Marbled Marianas,Tinian Treasure",gouletpens.com
Diplomat Magnum Fountain Pen - Pearl White - The Goulet Pen Company,DP-D40901021,26.40,4.9,"Aegean Blue,Burned Red,Crow Black,Demo Blue,Demo Orange,Demo Purple,Hot Pink,Indigo Blue,Lime Green,Pearl White,Prismatic Purple",gouletpens.com
LAMY safari Fountain Pen - lightrose - The Goulet Pen Company,LMY-L0D2LREF,29.60,4.8,"aquasky,black,blue,blue/red,charcoal,cream,green,lightrose,mango,pink,pink cliff,red,springgreen,strawberry,violet blackberry,white,white/black,yellow",gouletpens.com
Pilot Metal Falcon Fountain Pen - Black - The Goulet Pen Company,PN60461,256.00,4.9,"Black,Burgundy,Sapphire",gouletpens.com
Noodler's Nib Creaper Flex Fountain Pen - Hudson Bay Fathom's Blue - The Goulet Pen Company,N17042,17.45,,"Ahab's Pearl,Arizona,Cardinal Darkness,Carniolan Honey,Clear,Green Mountain,Hudson Bay,Ivory Darkness,Jade,King Philip Purple,Medieval Lapis,Vulcan's Coral",gouletpens.com
Diplomat Magnum Fountain Pen - Aegean Blue - The Goulet Pen Company,DP-D40903021,26.40,4.9,"Aegean Blue,Burned Red,Crow Black,Demo Blue,Demo Orange,Demo Purple,Hot Pink,Indigo Blue,Lime Green,Pearl White,Prismatic Purple",gouletpens.com
Retro 51 Tornado Fountain Pen - P-51 Mustang - The Goulet Pen Company,RT-VRF-1343-F,63.20,,"Buzz,Lincoln,P-51 Mustang",gouletpens.com
Kaweco AL Sport Fountain Pen - Raw - The Goulet Pen Company,KAW-10000627,80.00,4.4,"Deep Red,Iguana Blue,Raw,Ruby,Violet",gouletpens.com
Platinum Plaisir Fountain Pen - Blue - The Goulet Pen Company,Plat-PGB-1000-56-2,17.60,4.4,"Black,Blue,Frosty Blue,Green,Pink,Red,Violet",gouletpens.com
LAMY safari Fountain Pen - blue/red (Limited Production) - The Goulet Pen Company,LMY-L14RDEF,29.60,4.8,"aquasky,black,blue,blue/red,charcoal,cream,green,lightrose,mango,pink,pink cliff,red,springgreen,strawberry,violet blackberry,white,white/black,yellow",gouletpens.com
LAMY AL-star Fountain Pen - white silver (Special Edition) - The Goulet Pen Company,LMY-L25EF,37.60,4.8,"aquatic,azure,black,black-purple,bronze,cosmic,fiery,graphite,lilac,oceanblue,petrol,turmaline,white silver",gouletpens.com
Pilot Vanishing Point Decimo Fountain Pen - Navy - The Goulet Pen Company,PN10948,160.00,4.9,"Black,Burgundy,Champagne,Dark Grey,Navy,Purple,White",gouletpens.com
Pilot Vanishing Point Decimo Fountain Pen - Black - The Goulet Pen Company,PN10939,160.00,4.9,"Black,Burgundy,Champagne,Dark Grey,Navy,Purple,White",gouletpens.com
Pilot Explorer Fountain Pen - Blue - The Goulet Pen Company,PN12274,25.00,,"Black Matte,Blue,Clear,Copper,Gold,Gray,Lime,Pink,Red,Silver,Turquoise,White",gouletpens.com
TWSBI ECO Fountain Pen - Heat - The Goulet Pen Company,TW-M7448580,32.99,,"Black,Cerulean,Clear,Creme w/ RoseGold,Cerulean,Glow Green,Glow Purple,Heat,Indigo Blue,Persian Green,Smoke RoseGold,Blue,Purple,Yellow,White,White RoseGold",gouletpens.com
Platinum Plaisir Fountain Pen - Violet - The Goulet Pen Company,Plat-PGB-1000-28-2,17.60,4.4,"Black,Blue,Frosty Blue,Green,Pink,Red,Violet",gouletpens.com
Kaweco Perkeo Fountain Pen - Breezy Teal - The Goulet Pen Company,KAW-10002224,18.00,,"Blue,All Black,All Clear,Breezy Teal,Infrared,Jungle Green,Peony Blossom",gouletpens.com
TWSBI SWIPE Fountain Pen - Pear Green - The Goulet Pen Company,TW-M7448850,26.99,,"Ice Blue,Pear Green,Prussian Blue,Salmon,Smoke",gouletpens.com
TWSBI ECO-T Fountain Pen Set - Royal Jade Rose Gold - The Goulet Pen Company,TW-M7449390,75.00,,"Clear,Mint Blue,Rosso,Saffron,Clear",gouletpens.com
Kaweco Frosted Sport Fountain Pen - Blush Pitaya - The Goulet Pen Company,KAW-10001861,28.00,4.4,"Black,Bordeaux,Green,Navy,White,Blush Pitaya,Fine Lime,Natural Coconut,Sweet Banana,Black,Fox,Grey,Apricot Pearl,Cyan,Dark Olive,Iridescent Pearl,Mellow Blue,Sage,Toyama Teal",gouletpens.com
Platinum 3776 Century Fountain Pen - Laurel Green - The Goulet Pen Company,Plat-PNB-15000A-41-F,208.00,,"Bourgogne/Gold,Chartres Blue/Gold,Ivoire,Laurel Green/Gold,Nice Lavande,Oshino,Sands of Komodo,Shape of Heart Chai Latte",gouletpens.com
Pilot Kakuno Fountain Pen - Red/Gray - The Goulet Pen Company,PN90131,14.30,3.8,"Blue,Clear,Lime,Pink,Purple,Red,Translucent Aqua,Translucent Blue,Translucent Coral,Translucent Green,Translucent Pink,Turquoise",gouletpens.com
